ID,月,"発生
時間",災害状況,業種(大分類)コード,業種(大分類),業種(中分類)コード,業種(中分類),業種(小分類)コード,業種(小分類),事故の型
286,9,17～18,床上操作式クレーンを用いて、鋼管棚をつり上げようとしたところ、玉掛用具であるベルトスリングが切れ、鋼管棚が被災者に激突した。,1,製造業,113,機械器具製造業,11301,機械（精密機械を除く）器具製造業,飛来、落下
287,9,14～15,建物のスレート屋根解体作業中、スレート屋根上を移動していたところ、スレート屋根を踏み抜き、コンクリート床面まで約８メートル墜落した。,3,建設業,302,建築工事業,30209,その他の建築工事業,墜落、転落
288,9,11～12,倉庫の２階部分増築作業中、下地材の取り付け作業を行っていたところ、作業床端から墜落した。,3,建設業,302,建築工事業,30201,鉄骨・鉄筋コンクリート造家屋建築工事業,墜落、転落
289,9,3～4,エンジンブローで路肩に停車中の大型トラックに追突した。運転手は全身打撲を負い、同乗していた被災者は頭を強く打ち、死亡した。,8,商業,801,卸売業,80102,家具・建具・じゅう器等卸売業,交通事故（道路）
290,9,18～19,新車フォークリフトの組立て作業中、バックレスト部分の下敷きになり、死亡した。,8,商業,802,小売業,80209,その他の小売業,飛来、落下
291,9,13～14,手すり等の無いローリングタワーの上にて、屋根の鉄骨及び屋根材を溶接後、溶接位置を移動しようと躯体を掴み、自力でローリングタワーを横移動させていたところ、脚輪が固定されておらず、ローリングタワーが転倒。約４メートルの高さからコンクリートの地面に墜落した。,3,建設業,302,建築工事業,30209,その他の建築工事業,墜落、転落
292,9,3～4,新聞配達中、市道交差点に差し掛かったところにて、軽乗用車と出会い頭に衝突した。,8,商業,802,小売業,80205,新聞販売業,交通事故（道路）
293,9,3～4,移動式台車の上に設置されている金型プレートを天井クレーンで吊り上げていたところ、クレーンのワイヤーが切れ、金型プレートが落下。金型の一部が台車に当たり、バウンドして被災者の方向に飛来し、半身が金型の下敷きとなった。,1,製造業,115,輸送用機械等製造業,11502,自動車・同付属品製造業,飛来、落下
294,9,3～4,タクシーから降りたところ、走行する大型スクーターに激突され、死亡した。,4,運輸交通業,402,道路旅客運送業,40201,ハイヤー・タクシー業,交通事故（道路）
295,9,16～17,プレハブ造の事務所を組み立てる際、直流アーク溶接機を用いて、高さ１．９ｍの位置にある横梁を跨いだ状態で、上部に取り付ける横梁の溶接を行っていたところ、感電し、地面に墜落した。,3,建設業,302,建築工事業,30201,鉄骨・鉄筋コンクリート造家屋建築工事業,感電
296,9,7～8,軽ワゴン車で林道を走行中、側溝へ脱輪し、停車しているワゴン車の下敷きになった状態の被災者が発見された。,3,建設業,301,土木工事業,30106,道路建設工事業,交通事故（道路）
297,9,7～8,片側３車線の国道にて、被災者が運転するトラックが前を走るバイクと隣の車線を走る乗用車に相次いで追突。その後中央分離帯に衝突し、炎上し、トラックとバイクを運転していた被災者らが死亡した。,4,運輸交通業,403,道路貨物運送業,40301,一般貨物自動車運送業,交通事故（道路）
298,9,3～4,バイクで新聞配達中、県道にて、乗用車と正面衝突した。,8,商業,802,小売業,80205,新聞販売業,交通事故（道路）
299,9,10～11,テレビの配線工事中、３階のベランダで作業を開始した後、３階屋根上又は移動はしご上から転落した。,8,商業,802,小売業,80209,その他の小売業,墜落、転落
300,9,5～6,調教中の馬が放馬されている馬場内を確認したところ、コース内の外周ラチ付近で倒れている被災者が発見された。被災者は、頭部外傷による急性硬膜下血腫により死亡した。,7,畜産・水産業,701,畜産業,70101,畜産業,墜落、転落
301,9,12～13,レーザー加工機のメンテナンス中、被災者が機械内部に入り、可動部分の位置を確認し、同僚が操作盤の操作を行っていた際、同僚が誤ってフィーダーと呼ぶアームの起動スイッチを押したところ、フィーダーが高速で内部にいた被災者に向かって移動し、被災者の腹部に激突した。,1,製造業,113,機械器具製造業,11301,機械（精密機械を除く）器具製造業,激突され
302,9,8～9,被災者は、土間部に打設されたコンクリートの仕上げ作業中、コンクリートポンプ車のブームの下を通行したところ、ポンプ車のブームが根元付近で折損し、ブームが地上から落下。ブームの先端付近の下敷きになった。,3,建設業,302,建築工事業,30201,鉄骨・鉄筋コンクリート造家屋建築工事業,飛来、落下
303,9,11～12,車両積載車で帰宅中、国道トンネル内のカーブにて、対向車線を走行中のダンプカーと衝突し、対向車線の側壁に激突した。,8,商業,802,小売業,80202,自動車小売業,交通事故（道路）
304,9,11～12,ダンプトラックを運転し、荷を運搬中、構内の坂道で停車し、降車していた際、トラックが逸走した為、被災者がトラックを止めようとトラックに近づいたところ、トラックにひかれた。,15,清掃・と畜業,1501,清掃・と畜業,150103,その他の廃棄物処理業,はさまれ、巻き込まれ
305,9,9～10,所定の喫煙場所で休憩しようとした際、来店してきた乗用車が被災者に向かって暴走し、下敷きとなった。,8,商業,802,小売業,80209,その他の小売業,はさまれ、巻き込まれ
306,9,8～9,国道維持管理作業中、雨水枡の清掃作業を行っていた際、被災者は枡の中に入り、目皿と呼ばれる円形の金属製の格子が所定の位置から脱落していたため、枡の中から取り出す作業を行っていたところ、意識がない状態で発見された。被災者は、硫化水素中毒により肺水腫を発症し、肺水腫により死亡した。,3,建設業,301,土木工事業,30199,その他の土木工事業,有害物等との接触
307,9,20～21,反応タンクを洗浄した際、異物を取ろうとタンクへ入ったところ、死亡した。,1,製造業,108,化学工業,10801,無機・有機化学工業製品製造業,有害物等との接触
308,9,15～16,駐車場の解体工事現場にて、敷地境界のブロック塀の解体作業を行っていた際、脇で別作業の単管ベース金具を外していた被災者に、ブロック塀が倒れ落ちた。,3,建設業,302,建築工事業,30209,その他の建築工事業,飛来、落下
309,9,15～16,ダストボックスをフォークリフトに積載し、ボックスを地面から３０ｃｍ程上昇させた状態で前進走行中、前方を歩行中の被災者がボックスの下に巻き込まれた。,15,清掃・と畜業,1501,清掃・と畜業,150102,産業廃棄物処理業,激突され
310,9,7～8,トラックで建設現場に向かう途中、トンネルを出た後に雨でスリップし、中央分離帯のガードレールに激突し、横転。助手席にいた被災者は、車外に投げ出され、死亡した。,3,建設業,302,建築工事業,30201,鉄骨・鉄筋コンクリート造家屋建築工事業,交通事故（道路）
311,9,5～6,国道を自転車で走行中、後方から乗用車に激突され、死亡した。,8,商業,802,小売業,80205,新聞販売業,交通事故（道路）
312,9,4～5,バイクで新聞配達中、道路脇の土手に乗り上げ、転倒。頭部を打ち、死亡した。,8,商業,802,小売業,80205,新聞販売業,交通事故（道路）
313,9,14～15,立木にかかり木となっていた枯れ松を処理しようと、数回に分けチェーンソーで元玉切りを行っていたところ、落下したかかり木に激突された。,6,農林業,602,林業,60201,木材伐出業,激突され
314,9,14～15,庭木に登り、剪定作業中、剪定していた枝に安全帯のロープを巻きつけた状態の被災者が、枝とともに墜落しているのが発見された。,6,農林業,601,農業,60101,農業,墜落、転落
315,9,14～15,トイレ内にて、被災者が倒れているのを発見された。　　,17,その他の事業,1702,その他の事業,170202,情報処理サービス業,分類不能
316,9,12～13,駐車場にて、機械式ごみ収集車を停車し、排出板の不具合を調整しようと、エンジンを始動させたところ、歯止めを乗り越え、走りだしたごみ収集車に轢かれた。　,8,商業,801,卸売業,80109,その他の卸売業,はさまれ、巻き込まれ
317,9,15～16,セメント工場内にて、セメントタンクからタンクローリーのタンクにセメントを積載する作業中、ローリーのタンク上から墜落した。,4,運輸交通業,403,道路貨物運送業,40301,一般貨物自動車運送業,墜落、転落
318,9,15～16,揚貨装置を用いて、外航船の船倉から原木を荷揚げ作業中、約１０本の原木をクラブバケットでつかみ、巻き上げたところ、原木が回転し、原木の端の部分が船倉上部で揚貨装置の合図等を行っていた被災者に当たった。,5,貨物取扱業,502,港湾運送業,50202,港湾荷役業,激突され
319,9,11～12,加熱用電気炉内の電線補修作業中、熱中症により、炉の中扉にもたれかかり、意識の失った状態の被災者が発見された。,1,製造業,112,金属製品製造業,11209,その他の金属製品製造業,高温・低温の物との接触
320,9,10～11,定置網の錨ロープ清掃作業中、定置網へ錨ロープを取り付けようと、巻きロープをキャプスタンを使い巻き上げた際、ロープをクレーンで海面まで巻き上げたところ、巻きロープが切れ、クレーンのフックが被災者にあたった。,7,畜産・水産業,702,水産業,70201,漁業,激突され
321,9,8～9,資材を足場最上段から地面に下ろすため、最上段の枠にブラケットが取付けられた単管パイプをクランプで固定し、ブラケットにロープを引っかけ、ロープで荷を固縛し下ろそうとしたところ、荷の重さでクランプとともに単管パイプも回転し、ロープを握っていた被災者が墜落した。,3,建設業,302,建築工事業,30209,その他の建築工事業,墜落、転落
322,9,6～7,屋外受電設備の点検中、屋内電気室にて、指示測定を実施した際、設備中扉内でうつぶせに倒れている被災者が発見された。被災者付近の避雷器等に焦げた痕が認められた。,17,その他の事業,1702,その他の事業,170209,その他の事業－その他,感電
323,8,12～13,空調の吹出口の移設工事にて、被災者が天井裏に入り、ダクトの接続部を切り離す作業を行っていたところ、感電した。,3,建設業,302,建築工事業,30203,建築設備工事業,感電
324,8,10～11,被災者は、放牧場の牧柵の内側に仰向けに倒れているのを、同僚に発見された。近くに種牛がロープで牧柵の外側につながれており、被災者の背や腰に擦り傷があり、腹部で大量の内出血があった。,7,畜産・水産業,701,畜産業,70101,畜産業,激突され
325,8,23～24,大型トラックで高速道路を走行中、ガードレールを突き破り、トラックごと約１４メートル転落した。,4,運輸交通業,403,道路貨物運送業,40301,一般貨物自動車運送業,交通事故（道路）
326,8,13～14,ブルドーザーを使い押土作業中、ブルドーザーから転落し、クローラに腹部を強打した。,3,建設業,301,土木工事業,30106,道路建設工事業,激突
327,8,13～14,タイヤ倉庫内にて、荷物用エレベーターの搬器にタイヤを複数本を乗せ、搬器に乗った際、被災者の身体の胸部から上が昇降路囲いの開口部から外にはみ出る姿勢になったため、搬器の床面と倉庫２階床裏面の間に胸部を挟まれた。,8,商業,802,小売業,80209,その他の小売業,はさまれ、巻き込まれ
328,8,9～10,足場板上にて、足場の組立作業中、同僚とすれ違う為、体を引いたところ、ブレースに接触し、固定されていなかったブレースが外側にはね出し、隙間から体が出て、中間の防音パネルにバウンドした後、１階の土間上に墜落した。,3,建設業,302,建築工事業,30201,鉄骨・鉄筋コンクリート造家屋建築工事業,墜落、転落
329,8,4～5,トラックからの荷降ろし作業中、トラックに近接した地面上に倒れている被災者が発見された。,4,運輸交通業,403,道路貨物運送業,40301,一般貨物自動車運送業,墜落、転落
330,8,0～1,建設工事のための寄宿舎にて、深夜に火災が発生し、被災者他４人が死亡した。出火場所は１階の物入れで、ゴミなどが置かれていた。,3,建設業,301,土木工事業,30199,その他の土木工事業,火災
331,8,0～1,建設工事のための寄宿舎にて、深夜に火災が発生し、被災者他４人が死亡した。出火場所は２階の物入れで、ゴミなどが置かれていた。,3,建設業,301,土木工事業,30199,その他の土木工事業,火災
332,8,0～1,建設工事のための寄宿舎にて、深夜に火災が発生し、被災者は火傷を負い、入院先にて死亡した。,3,建設業,301,土木工事業,30199,その他の土木工事業,火災
333,8,0～1,建設工事のための寄宿舎にて、深夜に火災が発生し、被災者他４人が死亡した。出火場所は１階の物入れで、ゴミなどが置かれていた。,8,商業,802,小売業,80209,その他の小売業,火災
334,8,0～1,建設工事のための寄宿舎にて、深夜に火災が発生し、被災者他４人が死亡した。出火場所は２階の物入れで、ゴミなどが置かれていた。,8,商業,802,小売業,80209,その他の小売業,火災
335,8,21～22,自動車のアルミ製エンジン部品を製造中、専用リフトによりアルミ原料を積載した専用のバケットを、床から約３ｍの高さにある溶解炉ホッパーまで引き上げ、投入していた際、バケットが下降しない為、専用リフト内部に立ち入ったところ、バケットが落下。被災者に激突した。,1,製造業,115,輸送用機械等製造業,11502,自動車・同付属品製造業,激突され
336,8,16～17,店舗倉庫入口の庇の下で、フォークリフトのフォークにパレットを差し込み、その上に乗り、フォークを上昇させたところ、バックレストと庇屋根の波板の間に胸部を挟まれた。,8,商業,802,小売業,80209,その他の小売業,はさまれ、巻き込まれ
337,8,15～16,改修工事にて、ビニール養生を撤去していたところ、足場から体育館２階の歩廊に墜落し、死亡した。,3,建設業,302,建築工事業,30201,鉄骨・鉄筋コンクリート造家屋建築工事業,墜落、転落
338,8,15～16,肥料用発酵材を乾燥、粉砕等を行う設備のピット内の粉砕機に過負荷エラーが発生し、被災者は粉砕機の設置せれているピット内に入り、粉砕機のモーターのＶベルト等を外す作業をしていたところ、一酸化炭素中毒により低酸素脳症で死亡した。,1,製造業,101,食料品製造業,10109,その他の食料品製造業,有害物等との接触
339,8,10～11,建築中の２階鉄骨の梁の上を歩いていたところ、墜落した,3,建設業,302,建築工事業,30201,鉄骨・鉄筋コンクリート造家屋建築工事業,墜落、転落
340,8,8～9,車両積載形トラッククレーンを後退させていたところ、ドラグショベルの整備を行っていた被災者は、トラッククレーンの後方荷台部分とドラグショベルのバケットの間に挟まれ、死亡した。,3,建設業,301,土木工事業,30109,土地整理土木工事業,はさまれ、巻き込まれ
341,8,16～17,工事現場にて、舗装工事を行うために使用していたタイヤローラーに轢かれ、死亡にした。,3,建設業,301,土木工事業,30106,道路建設工事業,はさまれ、巻き込まれ
342,8,10～11,コンクリートブロックをドラグ・ショベルで吊り上げ、ダンプに積み込む作業中、ブロックにワイヤーロープを掛けようとしていた際、被災者が転倒したところ、ドラグ・ショベルの運転手が操作を誤り、バケットとブロックの間に被災者が挟まれ、頭部を負傷し、死亡した。,3,建設業,301,土木工事業,30199,その他の土木工事業,激突され
343,8,6～7,稼働中の巻取機にて、プラスチック板を巻取っていた紙管を巻き替える作業を行っていたところ、巻取機の巻取りアームとガイドロールの間に挟まれた。,1,製造業,108,化学工業,10805,プラスチック製品製造業,はさまれ、巻き込まれ
344,8,2～3,国道にて、被災者が運転する大型トレーラーと走行中の大型トラックが正面衝突した。,4,運輸交通業,403,道路貨物運送業,40301,一般貨物自動車運送業,交通事故（道路）
345,8,19～20,自動車を走行中、ハンドル操作を誤り、中央分離帯に衝突。後続車に激突され、死亡した。,5,貨物取扱業,501,陸上貨物取扱業,50101,陸上貨物取扱業,交通事故（道路）
346,8,12～13,事務所へ戻る途中、村道の道路脇から約１５ｍ下の谷に転落し、移動式クレーンの下敷きとなり、死亡した。,17,その他の事業,1702,その他の事業,170209,その他の事業－その他,交通事故（道路）
347,8,9～10,工場内の壁に立てかけてあったロールシャッターの部品を廃棄しようと、フォークリフトの爪に載せようとした際、ロールシャッターの部品を壁から身体に引き寄せ、爪の上に寝かせようとしたところ、荷とともに仰向けに倒れ、床面に頭部を打ち付けた。,1,製造業,101,食料品製造業,10109,その他の食料品製造業,転倒
348,8,8～9,建物の外側から雨漏り箇所を探しに行った際、被災者と広がった脚立が横たわっているのが発見された。,3,建設業,302,建築工事業,30202,木造家屋建築工事業,墜落、転落
349,8,13～14,工事現場に向かうため、トラックで県道を走行中、緩やかなカーブを曲がりきれずに路肩の電柱に激突し、助手席の被災者が死亡し、運転者が負傷した。,3,建設業,302,建築工事業,30202,木造家屋建築工事業,交通事故（道路）
350,8,11～12,配送先から事業場に戻るため、国道をトラックで走行中、対向車線からはみ出してきたタンクローリーと衝突した。,4,運輸交通業,403,道路貨物運送業,40301,一般貨物自動車運送業,交通事故（道路）
351,8,9～10,喫煙場所まで歩いていたところ、背後から前進中のフォークリフトに激突され、轢かれた。,1,製造業,110,鉄鋼業,11002,鋳物業,激突され
352,8,9～10,ビニール等の破砕機の刃を交換した際、コンクリート床面から２．０７ｍの高さにある破砕機の作業台上で、刃の取付けボルトをレンチを使い外していたところ、作業台から転落した。,1,製造業,117,その他の製造業,11709,その他の製造業－その他,墜落、転落
353,8,9～10,おが屑を廃棄するため、指定された林道脇の捨て場にトラックを停車させ、トラックを降りた際、トラックが傾斜により逸走したため、トラックの運転席側のドアを開け乗り込もうとしたところ、トラックが林道脇の擁壁に向かって逸走し、擁壁により押された運転席側ドアとトラック本体に挟まれた。,6,農林業,601,農業,60101,農業,はさまれ、巻き込まれ
354,8,14～15,街路樹に登り、枝の剪定作業中、移動しようと枝に足を掛けたところ、枝が折れ、高さ約３メートルから墜落。道路のガードレール部分に腹部を強打し、内臓出血により死亡した。,6,農林業,601,農業,60101,農業,墜落、転落
355,8,13～14,台風の被害木の撤去作業中、被害木の玉切作業を行なっていた際、被害木にチェンソーが挟まり、待機していたところ、被災者の上方の立木が根こそぎ倒れ、幹が被災者の頭部に激突した。,3,建設業,301,土木工事業,30199,その他の土木工事業,激突され
356,8,4～5,被災者が運転するバスが走行中、前を走行していたトラックが第２車線へ車線を変更した際、トラックの前を走行していた大型トラックのスピードが遅かったため、車間距離が詰まり、前を走行する大型トラックに追突した。,4,運輸交通業,402,道路旅客運送業,40202,バス業,交通事故（道路）
357,8,13～14,防波堤コンクリートブロックの型枠組立の作業中、Ｈ鋼製型枠横端太にフォームタイを取付けるため、Ｈ鋼製型枠端太と脚立天板に片足ずつを掛け、作業をしていたところ、転落。既設防波堤から突き出ていた鉄筋に腰部が突き刺さった。,3,建設業,301,土木工事業,30111,港湾海岸工事業,墜落、転落
358,8,13～14,工事現場の資材置場にて、被災者がダンプの荷台と車体との間にはさまれているのを発見された。,3,建設業,301,土木工事業,30106,道路建設工事業,はさまれ、巻き込まれ
359,8,18～19,工事現場にて、柱筋の地組を行っていた際、組立中の柱筋６台を立てた状態でクランプ留めしていた架台が転倒。柱筋配筋作業に従事していた複数の被災者が、鉄筋等の下敷となり、うち２名が死亡した。,3,建設業,302,建築工事業,30209,その他の建築工事業,崩壊、倒壊
360,8,18～19,工事現場にて、柱筋の地組を行っていた際、組立中の柱筋６台を立てた状態でクランプ留めしていた架台が転倒。柱筋配筋作業に従事していた複数の被災者が、鉄筋等の下敷となり、うち２名が死亡した。,3,建設業,302,建築工事業,30209,その他の建築工事業,崩壊、倒壊
361,8,18～19,車で移動中、反対車線を走行していたトラックが、センターラインを越えて飛び出し、衝突した。後部座席に座っていた被災者が死亡した。,12,教育研究業,1201,教育・研究業,120109,その他の教育研究業,交通事故（道路）
362,8,17～18,国道トンネル内にて、事業場に戻るトラックが対向車線を超え蛇行し、ワンボックスカーと正面衝突。トラックの助手席に搭乗していた被災者が死亡した。,3,建設業,302,建築工事業,30201,鉄骨・鉄筋コンクリート造家屋建築工事業,交通事故（道路）
363,8,15～16,斜めに立てかけていた鋼材下部の突出した部分をガス切断作業中、鋼材が被災者に倒れ、鋼材の下敷きになった。,8,商業,801,卸売業,80109,その他の卸売業,崩壊、倒壊
364,8,11～12,牛舎の清掃のため、牛小屋に入った際、牛があばれだし、角などで突かれ、腹腔内大量出血により死亡した。,7,畜産・水産業,701,畜産業,70101,畜産業,激突され
365,8,3～4,配送先へ走行中、エンジントラブルで停車中の大型トラックに追突した。,4,運輸交通業,403,道路貨物運送業,40301,一般貨物自動車運送業,交通事故（道路）
366,8,15～16,アスファルト舗装材の入ったフレコンバックの廃棄作業中、フレコンバックの中身をトラクターショベルのバケットに移すため、フォークリフトでフレコンバックをつり上げ、その下に立入り、排出口の縛り紐を解こうとしたところ、フレコンバックの取っ手が切れ、被災者の上に落下し、下敷きになった。,1,製造業,109,土石製品製造業,10909,その他の土石製品製造業,飛来、落下
367,8,9～10,旋回したドラグショベルと電柱との間に挟まれ、死亡した。,3,建設業,301,土木工事業,30110,上下水道工事業,はさまれ、巻き込まれ
368,8,9～10,石切場から切り出した石を、巻上げ機を操作し、横坑の途中に設けられた立坑に下ろす作業を行っていたところ、巻上げ機とともに立坑内に墜落した。,2,鉱業,202,土石採取業,20201,採石業,墜落、転落
369,8,16～17,ゴルフ場の生垣の剪定作業中、剪定した枝及び葉を回収するため、トラックの荷台に積み込んでいたところ、熱中症により死亡した。,6,農林業,601,農業,60101,農業,高温・低温の物との接触
370,8,10～11,汚水管ポンプから送り出した汚水の管の詰まりを除くため、下流側のマンホール内に入り、タラップに足をかけ、管ツールを管に通していたところ、マンホール底へ落下した。,1,製造業,116,電気・ガス・水道業,11603,水道業,墜落、転落
371,8,9～10,ロッククライミング工法により法面上の浮石除去中、岩石が、法面上で無線操作を行っていた被災者の背中にあたり、被災者は法面を約１８ｍ墜落した。,3,建設業,301,土木工事業,30108,砂防工事業,飛来、落下
372,8,15～16,くさび式足場専用の天井クレーンを展示するため、くさび式足場４層目にて、天井クレーンを設置していた被災者は、約８ｍ下の地面に墜落し、死亡した。尚、くさび式足場の作業床の内側に手すりはなく、安全帯は使用していなかった。,8,商業,804,その他の商業,80409,その他の商業－その他,墜落、転落
373,8,15～16,耐震補強材パネルの搬入作業中、搬入口に仮設スロープを作り、複数名でチェーンブロックを用いて斜め方向に引き、パネルを支え、台車の方向を調整し、スロープ上を移動させていたところ、パネルが転倒。被災者が下敷きになり、死亡した。,3,建設業,302,建築工事業,30209,その他の建築工事業,激突され
374,8,11～12,トラックに荷を積載し、国道を走行中、対向車線にはみ出し、トラックと正面衝突。衝撃で道路沿い住宅の車庫に突っ込んだ。,4,運輸交通業,403,道路貨物運送業,40301,一般貨物自動車運送業,交通事故（道路）
375,8,10～11,ミニバイク２台で同僚と縦列で走行中、信号の無い交差点にさしかかった際、交差点に進入してきた乗用車と出会い頭に衝突した。,11,通信業,1101,通信業,110101,通信業,交通事故（道路）
376,8,9～10,枠組み足場組立て中、被災者がハッチ式布板に付属しているタラップで降りていたところ、背中から足場外部に約５ｍほどの高さから墜落。足場付近の鉄製フェンスにわき腹をぶつけ、大動脈破裂により死亡した。,3,建設業,302,建築工事業,30209,その他の建築工事業,墜落、転落
377,8,18～19,コンクリート成型機に体を入れ、鉄製プレートを型枠のガイドとして溶接していたところ、使用していた電撃防止装置のない交流アーク溶接機の溶接棒が被災者の喉に当たり、感電した。,1,製造業,113,機械器具製造業,11301,機械（精密機械を除く）器具製造業,感電
378,8,14～15,フォークリフトの整備作業に伴うホイール交換作業中、同僚がタイヤを立てた状態で支え、被災者がタイヤに空気を充てんしていたところ、タイヤが破裂し、破裂により飛来したタイヤの部品が被災者の胸部に当たり、死亡した。,8,商業,802,小売業,80209,その他の小売業,破裂
379,8,14～15,海苔粉砕機に青海苔の塊を手で千切って投入していたところ、被災者の腕が粉砕機内の解砕機の羽根とスクリューコンベアに巻き込まれ、死亡した。,1,製造業,101,食料品製造業,10102,水産食料品製造業,はさまれ、巻き込まれ
380,8,11～12,工場内の清掃作業中、ふるいを高温水を用いて洗浄していたところ、被災者が、頭を押さえながら倒れこみ、死亡した。,1,製造業,101,食料品製造業,10109,その他の食料品製造業,感電
381,8,9～10,トラックの荷台に、Ｌ型鋼材計１４本の束を天井クレーン２基により積み込む作業を行っていたところ、玉掛けに使用していたワイヤロープの１本が切れ、鋼材が落下し、被災者の頭部に当たり、死亡した。,4,運輸交通業,403,道路貨物運送業,40301,一般貨物自動車運送業,飛来、落下
382,8,8～9,屋根雨漏り補修工事にて、梯子から屋根に移ろうとした際、バランスを崩し、３ｍ下の地面へ墜落した。,3,建設業,302,建築工事業,30202,木造家屋建築工事業,墜落、転落
383,8,11～12,工場建屋のスレート屋根の補修工事中、明かり窓まわりに敷いた足場板を足場にして作業を行っていた際、明かり窓上に身体が移動したところ、明かり窓を踏み抜き、約９ｍ下のコンクリート上に墜落した。,3,建設業,302,建築工事業,30209,その他の建築工事業,墜落、転落
384,8,6～7,社有車で国道を走行中、対向車線にはみ出し、対向してきたトラックと正面衝突した。運転していた被災者が死亡し、助手席と対向車の運転手が負傷した。,3,建設業,303,その他の建設業,30302,機械器具設置工事業,交通事故（道路）
385,8,14～15,軽油を配達する為、スターターが故障しているタンクローリー車を駐車場の下り坂を利用し、エンジンを掛けようと車庫から駐車場に出そうと前に押したところ、車が片方の柱に寄り過ぎ、車と柱との間に体を挟まれた。,8,商業,802,小売業,80204,燃料小売業,はさまれ、巻き込まれ
386,8,7～8,宿泊先のビジネスホテル室内にて、倒れている被災者が発見された。,17,その他の事業,1702,その他の事業,170209,その他の事業－その他,その他
387,8,1～2,コンテナ埠頭バースのエプロンにて、コンテナ船を係留させる綱に補助ロープを緊結し、トラックの前部けん引フックに取り付け、後進しけん引していた際、別の補助ロープをけん引フックに付け替えようとしたところ、トラックが前進徐行し、車両誘導する被災者らに激突した。,17,その他の事業,1702,その他の事業,170209,その他の事業－その他,激突され
388,8,12～13,果樹園内の草刈り作業中、草刈機が横転しているのが発見され、その下にうつぶせで下敷きになっている被災者が発見された。,13,保健衛生業,1302,社会福祉施設,130201,社会福祉施設,墜落、転落
389,8,14～15,バス用車庫にて、車庫屋根の明り取り部分の波板を張り替える作業を行っていたところ、スレート波板の屋根を踏み抜き、３．６メートル下のコンクリート床に転落した。,14,接客娯楽業,1401,旅館業,140101,旅館業,墜落、転落
390,8,18～19,足場上の道具箱を足場昇降設備である移動はしごから手を伸ばし、取ろうとしたところ、足を滑らせ、３．６７ｍの高さから墜落した。,3,建設業,302,建築工事業,30202,木造家屋建築工事業,墜落、転落
391,8,16～17,木造２階建の建屋の解体工事にて、屋根のスレート瓦を撤去する作業中、建物の周囲に設置された足場の手すりと屋根の間から下の停められていたダンプの荷台の中に墜落した。,3,建設業,302,建築工事業,30201,鉄骨・鉄筋コンクリート造家屋建築工事業,墜落、転落
392,8,13～14,貨物自動車の荷台から転落し、荷台上から落下した梁の下敷きになった。,1,製造業,112,金属製品製造業,11209,その他の金属製品製造業,墜落、転落
393,8,11～12,トラックで市道を走行中、国道と交わる三叉路の交差点にて、交差点の直前で一時停止したトラックを避けよう対向車線にはみ出し、歩道に乗り上げ、コンクリート擁壁に激突した。,1,製造業,101,食料品製造業,10101,肉製品、乳製品製造業,交通事故（道路）
394,8,19～20,自転車で帰局中、バランスを崩し、路側帯の下約２メートルの水田へ転落した。,11,通信業,1101,通信業,110101,通信業,交通事故（道路）
395,8,18～19,ハンドリング装置でハッチカバーの自動溶接作業の片付け作業中、ハンドリング装置の上部から３．５ｍ下に墜落し、死亡した。,1,製造業,113,機械器具製造業,11301,機械（精密機械を除く）器具製造業,墜落、転落
396,8,13～14,不整地運搬車を移動させていたところ、操作を誤り、足場の横流し単管パイプと不整地運搬車の機体の一部に挟まれた。,3,建設業,302,建築工事業,30209,その他の建築工事業,激突
397,8,9～10,資材置き場にて、車をバックさせようとした際、ギア操作を誤り、パーキングからドライブに入れアクセルを踏んだところ、車が前進し、前方で資材整理を行っていた被災者を車ではねた。,3,建設業,303,その他の建設業,30309,その他の建設業－その他,交通事故（道路）
398,8,8～9,コンプレッサーに内にある熱交換器の既存部品を取り外そうとした際、熱交換器内に残存圧力があり、部品が飛び出し、被災者に激突した。,1,製造業,113,機械器具製造業,11301,機械（精密機械を除く）器具製造業,激突され
399,8,3～4,国道をダンプトラックで走行中、交差点の中央分離帯に正面から乗り上げ、水銀灯のポールに激突し、死亡した。　,17,その他の事業,1702,その他の事業,170209,その他の事業－その他,交通事故（道路）
400,8,16～17,空調リモコン取付作業中、剥がしておいた天井板を復旧するため、高さ１．６ｍの脚立を使用し、充電ドライバーでビス止め作業を行っていたところ、バランスを崩し、木組床面に墜落し、死亡した。,3,建設業,303,その他の建設業,30301,電気通信工事業,墜落、転落
401,8,14～15,ケーブルテレビ線からのアース線の接地作業中、被災者が電柱上でアース線の取付作業を行っていたところ、高さ６．５ｍの柱上から地面に墜落した。,3,建設業,303,その他の建設業,30301,電気通信工事業,墜落、転落
402,8,11～12,バイクで郵便の配達中、道路を直進し、交差点に差し掛かったところ、対向車の軽トラックが急に右折し、衝突した。,11,通信業,1101,通信業,110101,通信業,交通事故（道路）
403,8,9～10,小屋の屋根に上がり、剪定をしていた被災者は、４．５ｍ下に墜落し、死亡した。,6,農林業,601,農業,60101,農業,墜落、転落
404,8,9～10,道路補修工事現場にて、トラックを傾斜地に停車させていた際、トラックが斜面を下る方向に動き出し、トラック後方にいた被災者が後輪でひかれ、外傷性ショック及び肺挫傷により死亡した。,3,建設業,301,土木工事業,30106,道路建設工事業,はさまれ、巻き込まれ
