label,sentence
1,コンクリートポンプ車で生コン打設中、作業装置を操作していた被災者が鉄骨に取り付けられたタラップを昇り作業場所の確認をした後、タラップより８ｍ下の道路へ墜落した。
1,枠組足場上の荷揚げステージ（高さ４．５ｍ）の解体中、ステージ手摺を外したとき、ステージ端より地上に墜落した。
5,工事現場の防雪柵下段脚部床堀穴（長さ４．７ｍ，深さ１．２ｍ，底幅０．９ｍ）内で手堀中、上部斜面の土砂が崩壊した。
1,鉄骨２階建ビル新築現場において、デッキプレート取付のためガス溶接用器具を持って昇降タラップを昇り屋上階に乗り移る際、バランスを崩し約８ｍ下の地上に墜落した。
7,排出土砂置場において、ブル・ドーザーで整地作業をしていた被災者が、クローラの下敷きになっているのを発見された。
1,Ｈ型鋼杭打設作業を終えラフテレクレーンのオーガスクリューを解体する際、鉛直に立ったオーガスクリュー連結部のピンを抜いたところ、スクリュー下の地面が崩れ５．９ｍ下の地上に墜落した。
17,客先で荷の積込作業を終え自転車で帰社途中、トラックにはねられた。
17,作業終了後、約３５０ｍ離れた駐車場へ戻るため建柱車に同乗して走行中、約１．８ｍ下の雑地へ車ごと転落した。
17,トラックで走行中、自動車専用道のパーキング入口分岐点のガードレールに激突した。
17,２ｔ保冷車で国道を走行中、対向してきた大型トラックと正面衝突した。
17,バイクで新聞配達中、乗用車にはねられた。
17,１０ｔダンプカーで国道を走行中、駐車場から国道に進入してきた１０ｔトラックが急ブレーキを踏んだため国道をふさぎ、激突した。
17,バイクで新聞配達中、路上に駐車していたトラックに追突した。
17,同僚運転の会社所有のワゴン車に同乗し会社へ向う途中、スリップして道路右側の用水路（幅約４ｍ）に転落した。
6,象舎の清掃中、象に押し倒され頭部を強打した。
17,軽乗用車で高速道路を走行中、車線変更の際トラックに接触してガードレールに衝突した。
1,新築２階建住宅の電話配線工事中、梯子で１階屋根に上がり工具を取ろうとしたところ、足を滑らせ屋根から２．９ｍ下の地上に墜落した。
1,積載型トラッククレーン（積載荷重２．５ｔ）に荷を積み込み、トラック側面のあおりを乗り越えて地上に降りようとしたところ落下した。
1,ドラグ・ショベルで進入路の整地作業中、バケットに引っかかったワイヤを運転席（高さ１．７ｍ）から身を乗り出して取り除こうとしたところ墜落した。
5,開削工法による下水道工事現場において、土止め支保工下段の切り張りを撤去したところ、上段の切り張りが外れて土砂が崩れ支保工が倒壊した。
1,９階建ビル屋上の丸環にブランコのメインロープを結び７階（高さ約２２．５ｍ）の窓ガラスを清掃中、ブランコのロープが解け地上に墜落した。
1,高速道路パーキングエリア内において、トレーラーの材木上に乗りワイヤロープを締め直していたところ、手が滑った反動で後向きに地上に転落した。
1,木造２階建住宅の外壁工事中、１階屋根上より４．４５ｍ下のコンクリート側溝に転落した。
1,新築ビルの点検作業中、５階便所内で天井裏内部の点検を終え脚立から降りる途中、窓から約１７ｍ下の地上に墜落した。
1,スプリンクラー設置のための配管工事において、斜面（勾配１５度）をドラグ・ショベルで掘削中、ドラグ・ショベルごと斜面を転落した。
17,大型トラックで荷を搬送中、高速道路で横転した。
7,ドラグ・ショベルで土砂をトラックに積み込み旋回したところ、ドラグ・ショベルの後方に置かれていた鋳鉄管とカウンターウエイトの間にはさまれた。
7,工場内の原料ミル設備を点検パトロール中、原料ミルのベルトコンベヤーのベンドプーリーに巻き込まれた。
1,木造２階建新築現場において２階で本筋交いを取付中、高さ約３．５ｍの梁上から墜落した。
5,汚水パイプ埋設のため掘削した深さ２．１ｍの溝内で片付け作業中、側面の土砂が崩壊した。
18,コンクリート基礎工事中、下り線側の空き地に停めてあるトラックへ工具を取りに行き現場へ戻る際、下り列車が通過したため警報を無視して踏切を渡ったところ、上り列車に激突された。
1,木造建築工事において、２階小屋梁上で柱止部材の手直し作業中、約６．５ｍ下の基礎コンクリートに墜落した。
12,消火設備の誤操作により炭酸ガスが充満している機械室に、様子を見るため入り、被災した。
7,立坑の最上部に据え付けたボーリングマシンを操作中、ボーリングマシンのロッドに上衣を巻き込まれた。
17,ライトバンに同乗して現場に向う途中、交差点で右折してきた路線バスに衝突した。
1,下水処理場内において自動除塵機の修理中、装置のモーターを外したところ付属の装置が動き、はずみで汚水池に墜落した。
4,地震により破損した落下防止金網の修理中、落石が頭部を直撃した。
7,工事現場で誘導作業中に転倒し、後進してきた車両系建設機械の右側ゴムキャタピラにひかれた。
7,事業場内の回転ドラム（径３．５ｍ）に洗剤を投入中、誤って作業床から転倒し回転中のドラムと支柱の間にはさまれた。
7,積載型トラッククレーン荷台に鉄筋を積み込む作業の準備中、停車中のトラッククレーンが動きだし、張り出していたアウトリガーと鉄筋の山の間にはさまれた。
4,清掃工場内で小型トラックより大型ゴミを荷卸し中、積荷の床材が落下しその下敷きになった。
1,事業場内資材倉庫で資材片付け中、２階から１階へ梯子を降りようとして墜落した。
1,ドック内の新造コンテナ船の溶接作業中、船底部の梯子（高さ約１．８ｍ）から墜落した。
2,スープの入った鍋を運んでいたところ床面につまづいて転倒し、こぼれたスープで火傷した。
7,トラックターミナル内で１０ｔトラックに荷積みした後、後方確認のためトラックの後ろに回ったところトラックが後進し、停車していた２ｔトラックとの間にはさまれた。
1,資材置場において、積載型クレーンの荷台に積み込んだ鉄骨の荷崩れ防止のためワイヤロープを取付中、荷台から１．４ｍ下の地上へ転落した。
17,１１ｔトラックで走行中、信号待ちしていた１１ｔトラックに追突した。
1,ＲＣ５階建住宅新築現場において張り出し足場の解体中、筋交いを外していた箇所から約１４ｍ下の地上に墜落した。
7,道路（勾配約７度）の補修工事中、スコップ等でアスファルト合材を均していたところ、無人のまま動き出したダンプカーにひかれた。
17,作業車で道路巡回中、車を非常駐車帯に停め落下物の回収に向かったところ、走行してきたワゴン車にはねられた。
1,橋の塗装工事のための足場を組立中、資材を運搬していたところ足場４段目から墜落した。
7,坑口より２０ｍ程入ったトンネル内にある水銀灯の点検を終え戻る途中、ズリ出しのため後進してきた１１ｔダンプカーにひかれた。
4,伐木作業中、チェンソーで切り込みを入れた木が隣の立木とツルが絡まっていたため立木が折れ、退避していた被災者に当たった。
7,工場内でボール盤を使用し材料の穴開け作業中、左腕からドリルに巻き込まれた。
1,ＲＣ造４階建ビルの解体工事において、２階のスチール製窓枠サッシと脚立足場に足を掛けて窓枠サッシを切断していたところ、足を滑らせ４．５ｍ下の地上に墜落した。
1,屋根上で強風でめくり上がった屋根のトタンの応急処置をする際、親綱を掴んでいたが突風でトタンがめくれて足下をすくわれ、１３ｍ下の地上へ墜落した。
1,法面（勾配２３度）上をドラグ・ショベルで溝掘り作業中、ドラグ・ショベルが下方に横滑りして転倒し、その下敷きになった。
1,電気設備工事において、梯子上で電線の引込線のテーピングを終え梯子を降りる途中、足を滑らせ４ｍ下に墜落した。
7,打水路のコンクリート打設作業中、コンクリートホッパーを吊り旋回したところ、バックホウが横転しホッパーを支えていた被災者がバケットの爪と地面の間にはさまれた。
1,鉄筋コンクリート造マンション新築現場において、３階部の積卸ステージ（鋼製枠組足場）を組立中、足を踏み外しステージ端より約７．３ｍ下のコンクリート床に墜落した。
17,荷を卸しトラックで帰社途中、国道で大型トラックに追突した。
1,２階建木造住宅建方作業中、梁上から降りようとしたところ約３．５ｍ下の地上へ墜落した。
1,鉄骨梁の取付作業中、梁上で身体の向きを変えようとしたところ４ｍ下の地上へ墜落した。
7,ドラグ・ショベルのエンジンを駆けたまま運転席を降りたところ、ドラグ・ショベルが坂道を下り始め、停止させようとしてひかれた。
14,下水処理場のボイラー室内でガス漏れ点検中、漏れたメタンガスに引火し爆発した。
17,高速道路の追越車線を規制し中央分離帯の防護柵改良工事中、走行車線を歩いていたところ保冷車にはねられた。
5,下水道工事現場において、土止め支保工設置のため掘削溝（深さ２．４ｍ）の床均し中、側壁が倒壊した。
4,荷卸しのためトラック荷台のロープを解きトラック側方のあおりを開けたところ、荷台上の台車に乗せてあった金型（約７００kg）が台車ごと落ちてきた。
7,工場内５００ｔ油圧プレスの上型の油圧シリンダーが破損して落下し、上型に頭部をはさまれた。
7,トラックダンパーバックストップ付近に残っていたチップをフィートピンに落としていたところ、チップを荷卸ししようと後進してきたトラックとトラックストッパーの間にはさまれた。
17,２ｔダンプカーで走行中、林道で運転を誤り約４０ｍ下の谷底に転落した。
1,傾斜地において木材数本をワイヤロープで固縛し、そのロープの一端をドラグ・ショベルのバケットのフックに掛けて移動中、ドラグ・ショベルとともに転落し、機体にはさまれた。
6,倉庫隣の検品所に入ろうとしたところ、検品所の横に荷を置こうとしたフォークリフトにひかれた。
1,法面（高さ１１．５ｍ）上部においてドラグ・ショベルでワイヤ製もっこ（土嚢約５０個入）を吊上げ旋回中、ドラグ・ショベルが転倒し地上まで転落した。
7,工場内において、１５ｔ油圧式成型屑圧縮プレッシャーによりアルミ屑を回収し定型のブロックに加圧成型する途中、空気搬送していたアルミ屑が当該装置に詰まったため両手を装置内に入れたところ、圧縮板が稼働し両手を切断した。
90,病院増改築現場においてドラグ・ショベルで基礎の床掘り中、掘削箇所に落ちていたスプレー缶を取ろうとしたところ、ドラグ・ショベルのバケットにはさまれた。
6,港に着岸した船より仕入れた砂を積み卸す作業に立ち会っていたところ、船を繋いであるもやい網が突然外れ、鞭のように右下腿に激突した。
1,街路樹の剪定作業中、高さ約７．５ｍから歩道に墜落した。
1,測水所設置のための基礎工事中、犬走り（幅７０cm）より斜面（勾配約４６度）を１４ｍ転落した。
6,建築工事現場において、ホイールクレーン（つり上げ荷重４．５ｔ）で単管束（３９９kg）を吊り上げる際、荷振れを防ぐため吊り荷を支えていたところ、クレーンが横転しジグの先端が激突した。
6,移動式クレーンで鉄板（１．４ｔ）を吊り上げ旋回させたところクレーンが横転し、クレーンと護岸用コンクリートの間にはさまれた。
1,砂コンベヤーの連結チェーンにグリースをさすためコンベヤー上を移動中、６．５ｍ下の地上に墜落した。
1,ドラグ・ショベルで法面端の整地作業中、ドラグ・ショベルごと転落した。
6,クローラクレーン（つり上げ荷重５５ｔ）でコンクリートはつりくずの入ったバケットを吊り上げていたところ、バケットが落下しその下敷きになった。
4,解体した型わく材をユニック車に積込中、先に積み込んだベニヤ板が荷崩れして落下し、その下敷きになった。
2,フォークリフトを積み込み現場まで運転中、側溝に脱輪転倒しヘッドガードとの間にはさまれた。
1,ビル５階の窓ガラス外側を清掃する際、窓の外に出た被災者が窓枠をつかみ損ね１６ｍ下の路上に墜落した。
4,ビル建築現場地上部分において、ホイールクレーンで下水流入管を吊り上げたところ、覆工板に補巻フックが引っかかって覆工板が外れ、地下４階にいた被災者に激突した。
4,アース・オーガーで削孔作業中、上部の排土ホッパーを上げオーガスクリューを継ぎ足していたところ、ホッパーを上げていたウインチがゆるみホッパーが落下した。
1,ループ橋に吊り足場設置の準備作業として橋脚上で仮設材の取込作業中、点検用通路から親づなを鉄骨に掛けようと身を乗り出したとき、約２５ｍ下の地上に墜落した。
4,フォークリフトで持ち上げた金型にポルスターピンを取り付けていたところ、金型が落下した。
14,工場内ベルトコンベヤーのアルミニウム，マグネシウム合金粉末に着火し爆発した。
1,扇風機を片付けるため棚上（高さ２．３ｍ）に乗り同僚から手渡された扇風機を受け取ったところ、バランスを失い墜落した。
17,軽四トラックで宅配中、国道交差点で左側から直進してきた大型ミキサー車と出会い頭に衝突した。
1,採石場の下り坂において、故障してエンジンが止まった１０ｔダンプカーを運転しようとギア操作をしたところ、急に発進し４１ｍ下の崖に転落した。
6,ドラグ・ショベルで伐倒木の処理作業中、玉掛した伐倒木を吊り上げたところ木が跳ね上がり、胸に激突した。
6,地下駐車場階段工事現場において、コンクリートはつりガラをベルトコンベヤーでトラックに積み込んだ後、トラックからベルトコンベヤーを外すため３人でベルトコンベヤーを持ち上げてトラックを前進させたところ、トラックの積荷に引っかかって動き出したベルトコンベヤーに激突された。
6,天井クレーンでＨ型鋼（２３０kg）を仮置き場へ卸していたところ、吊り具のクランプが外れ激突した。
17,他店の開店準備応援のため乗用車に同乗して移動中、交差点で左側から進入してきた普通トラックに激突された。
1,倉庫屋根のトタン板の合わせ目に防水テープを貼っていたところ、明り取り窓を踏み抜き、約１５ｍ下の床に墜落した。
17,大型トラックで国道を走行中、信号待ち中の大型トラックに追突した。
17,工事現場へ書類を届け戻る途中、道路脇の用水路に車ごと転落した。
6,トラックから荷卸しするための準備作業中、後進してきたフォークリフトに激突された。
5,ヒューム管製造に使用する鉄製リング４本（１本１３０～２３１kg）が倒れ、その内の２本に胸部をはさまれた。
1,木造住宅建築現場において単管ブラケット足場を解体中、足場が崩壊し約３．８ｍ下のコンクリート通路に墜落した。
2,１０ｔトラックにフォークリフトで荷を積込完了後、フォークリフトで積荷を直そうとしたところ、トラックが動き出したためフォークが積荷に接触しフォークリフトが横転した。
7,１ｔトラックで配達中、車輪を側溝に落としたためジャッキアップしたところ、坂道を下りだしたトラックにひかれた。
6,山林内で機械集材装置の主索を緊張する作業中、ヒールブロックを介していたワイヤロープが破断し激突した。
1,交通整理業務を終えて帰社する際、林道路肩に停めてあった自家用車に乗ろうとしたところ、足を滑らせ５．５８ｍ下の溝に墜落した。
7,構内で大型トラックの整備点検中、運転席の外からエンジンを駆けたところ、ギアが入っていたため前進したトラックにひかれた。
1,道路擁壁に取り付けられた張り出し足場上でガードレールの基礎コンクリート型わくを撤去中、約６ｍ下の斜面に転落した。
1,自社資材置場において、仮置きしてあるＵ字溝の上に置いてあるさん木を取ろうとＵ字溝に乗ったところ、墜落した。
17,１１ｔトラックで荷を運送中、国道歩道側の縁石に乗り上げ横転した。
1,天井クレーンのガーダー上に組んだ丸太足場上で溶解建屋屋根の清掃熔灰回収作業の準備中、足場部材が折れ約１７ｍ下の床面に墜落した。
17,トレーラーで走行中、急な左カーブでガードロープを突き破り７ｍ下の河川敷に転落した。
5,宅地造成現場で配水管の敷設工事中、掘削口内（深さ６ｍ）に敷設した配水管の上で位置の修正のため合図を送っていたところ、幅２ｍに渡って土砂が崩壊した。
7,店の倉庫で荷卸しを終え倉庫入口にいたところ、入口の坂を後進してきたトラックにはさまれた。
4,２段積み古紙塊（１個９００kg）の下段を結えてある５本の番線の内４本を切ったところ、荷崩れを起こして上段の塊が落下し、側にあった古紙との間に頭部をはさまれた。
7,建設工事現場内でブル・ドーザーに給油する際、ブル・ドーザーを運転しローリー車に近付けようとしたところ、足を滑らせクローラ部分に両足と右手を巻き込まれた。
7,ガードマンをしていた被災者が、アスファルト面を切削し終わったロードカッターにひかれた。
7,フォークリフトの運転席から身を乗り出してパレットに積み込んだ荷を紐で結ぼうとしたところ、バックレストのチルトレバーに接触し、運転席側に倒れてきたバックレストとヘッドガードの間に頭部をはさまれた。
2,レールクランプ付フォークリフトに古紙２個（１個５００kg）を挟んで後進したところ、アスファルト面の窪みに前輪がはまってフォークリフトが傾き、倒れてきたフォークリフトのヘッドガードにはさまれた。
1,クレーンで吊り上げた鉄骨が揺れ、それを避けようとして後方の開口部から１９ｍ下に墜落した。
17,１２ｔトレーラーで古紙を運送中、国道の左カーブを曲がりきれず道路右側の電柱に衝突した。
17,自転車で新聞配達中、市道交差点を横断していたところ乗用車にはねられた。
5,シュガーサイロ内で砂糖をステンレス棒で崩す作業中、砂糖が崩壊した。
7,ＮＣ旋盤により加工中、加工材の膨らんだ部分をヤスリで削っていたところ、帽子が落ちたことから髮が機械に絡まり、頭部を機械に巻き込まれた。
17,工事現場見回りのため自家用車で国道を走行中、車線をはみ出してきた対向車と正面衝突した。
7,サンドドレーンマシンのワイヤ交換作業中、ウインチの乱巻防止を行っていたところ、右足をウインチに巻き込まれた。
2,工場敷地内でフォークリフトを移動中、急にハンドルを切りすぎたため転倒し、フォークリフトの下敷きになった。
13,発注先事業所内で配電盤ケーブルの撤去作業中、感電した。
7,ドラグ・ショベルによる法面の補修作業を終え後片付け中、後進してきたドラグ・ショベルにひかれた。
17,社有車で営業先へ向う途中、運転を誤り約２０ｍ下の沢へ転落した。
1,不整地運搬車で土を運搬中、運転席から投げ出され運搬車にひかれた。
7,ビル新築現場において、本設エレベーターに取り付けた押しボタンスイッチボックスを昇降路側から接着剤でシーリングするため、エレベーターのカジ上に乗り２階から３階に昇降する際、エレベーターシャフト中間ビームとエレベーターにはさまれた。
1,高さ７ｍの擁壁頂部においてドラグ・ショベルにより埋め戻し作業中、傾斜地のためドラグ・ショベルが横転し擁壁より落下した。
1,鶏舎軒下のビニール張り作業のため屋根上を移動中、屋根の端より約３．５ｍ下に墜落した。
4,給排水設備工事において、可搬式ディスクグラインダーで埋設用塩化ビニル管（径１００mm）を切断中、回転刃の一部が破損して頚部に当たった。
17,ダンプカーで工事現場に骨材を運搬してきた被災者が道路脇に立っていたところ、暴走車にはねられた。
1,一側足場上（高さ６ｍ）で屋根下地張り作業中、突風で飛来したベニヤ合板の三角片が当たり墜落した。
1,木造住宅新築現場において、小屋組みを行うための仮床（コンパネ材，９００×１８００mm）を２階床梁上に取付中、梁上に掛け渡してあったコンパネ材上より３．５ｍ下の１階土間に墜落した。
5,砂利等の保管倉庫内において、コンクリート製隔壁（２×２ｍ，約２ｔ）をフォークリフトで持ち上げようとしたところ、隔壁が倒れ近くにいた被災者がその下敷きになった。
1,現場２階の吊り足場上から鉄骨柱のタラップを伝って１階床へ降りる途中、高さ１．０３ｍより床に墜落し頭部を強打した。
17,荷を積み帰社途中、国道左カーブで対向車線にはみ出し、対向してきた大型トラックに正面衝突した。
17,板材を大型トラックで運送中、国道でセンターラインを越え、対向してきた大型トラックと正面衝突した。
17,トラックで同僚を迎えに行く途中、県道交差点でダンプカーと出会い頭に衝突した。
17,トラックに荷を積み国道を走行中、交差点の信号機に激突した。
17,トラックで配送を終え帰社途中、渋滞で停車していたトラックに追突した。
1,２階屋根葺替工事において１階屋根の瓦上をほうきで清掃中、降りだした雨で足を滑らせ約３ｍ下に墜落した。
17,社有車で協力工場へ向う途中、センターラインを越え対向してきた１０ｔダンプカーに衝突した。
7,事業場内資材置場において、誤操作により突然後進してきたドラグ・ショベルとＬ型擁壁の間にはさまれた。
7,道路塗装面のわだちを均すため路面の切削作業中、切削機械の切削ドラムに巻き込まれた。
6,エンドレス式機械集材装置で集材した木材のワイヤロープを外し、搬器のフックにワイヤロープを掛けて上方に戻す運転中、ワイヤロープが木材に引っかかって持ち上がり退避していた被災者に倒れた。
1,木造２階建車庫の２階床面に壁土を置くコンパネを移動させていたところ、階段取付予定の開口部より２．６４ｍ下の１階コンクリート床面に墜落した。
17,工事出来高写真現像のため乗用車で写真館へ向う途中、県道のカーブでスリップし約７ｍ下の田圃に転落した。
5,住宅新築工事に先立ちドラグ・ショベルで杉材を集積中、杉材からワイヤロープを外したところ転がりだし、その下敷きになった。
1,溶接作業を終え枠組足場を移動中、足場から足を踏み外し５ｍ下の地上に墜落した。
6,帰宅するため構内道路を自転車で通行中、普通トラックに正面衝突した。
7,２ｔトラックの荷台を上げ修理していたところ、荷台を支えていたコンクリートブロックが外れ荷台にはさまれた。
4,停車中の２ｔトラック荷台より警備用バックを取ろうとして、トラックのステップで足を滑らせ転落したところに、積んでいたアスファルト片が崩れ腹部に落下した。
17,客の自家用車を代行運転中、センターラインをはみ出し対向してきたトラックと衝突した。
7,定置網漁の切り上げ作業中、ロープを海中からＶローラーで引き上げようとしたところ、船が揺れてバランスを崩しＶローラーに巻き込まれた。
1,２階小梁上でかすがい打ち作業中、８．４ｍ下に墜落した。
1,事業場倉庫作業ヤード内において中２階（高さ５ｍ）にある荷を検品する際、フォークリフトのフォークに乗り中２階に移ろうとしたところ、バランスを崩し床へ墜落した。
2,高所作業車のバケットに乗り約１７ｍの高さで架設作業中、高所作業車が横倒しになり深さ１４ｍのドック底に転落した。
1,鉄骨造９階建て建築現場において、４階，５階のデッキプレート上に上がったところ、エレベータピットに墜落した。
1,三脚（高さ約３．８ｍ）の地上約１．２ｍのところに乗って剪定作業中、三脚が倒れ墜落した。
13,ジェットクリーフ（ポンプで水を噴出する装置）で煙灰に水をかけていたところ、ジェットクリーフ内部の配線被覆が凍結防止ヒーターの熱で溶けて漏電し、鋸メッシュ入りゴムホースを流れてきた電気により感電した。
17,トラックで高速道路を走行中、中央分離帯に乗り上げていた大型トラックに追突した。
17,社用車で出勤途中、県道交差点で４ｔトラックと出会い頭に衝突した。
17,軽四トラックで工事現場へ向う途中、１１ｔトラックに衝突した。
1,２階建アパート新築現場で屋根を工事中、屋根（高さ約６．５ｍ）から墜落した。
10,擁壁基礎工事のため掘削部（径４ｍ，深さ１６．５ｍ）にコンクリート打設中、２．９ｔ移動式クレーンで吊った架設搭乗設備に乗り、掘削部底に落ちたホースを上げようとしたところ、クレーンが転倒しコンクリート中に投げ出された。
1,高炉の４階通路で床の張替作業中、開口部から１７．６ｍ下のコンクリート床面へ墜落した。
7,屋外ヤードのＨ型鋼をレッカーでトラックに積込中、吊り荷のＨ型鋼が隣のＨ型鋼に接触して倒し、更に次のＨ型鋼も倒れて塗装中の被災者が胸部をはさまれた。
1,解体中の建物部材の再利用のため屋上の手摺を４ｍの長さに切断し、２人で両端を持ち１３ｍ下の地上へ投げ落としていたところ、被災者が手摺とともに墜落した。
17,軽トラックで鮮魚配達中、国道で対向してきた大型トラックと正面衝突した。
17,事務所へ荒縄を取りに行き作業場へ戻る途中、一輪車を押しながら道路を横断していたところ、乗用車にはねられた。
6,積載型クレーン（つり上げ荷重２．９３ｔ）で金属製リール（２．９２ｔ）を吊り上げ旋回したところ、クレーンが傾き他のリールとクレーンの間に胸部をはさまれた。
1,馬の調教中、バランスを崩して落馬した。
5,土止め支保工下部で土砂をスコップでかき出していたところ、土止め支保工が倒壊した。
1,タワークレーンを解体・搬出作業中、クローラクレーンでトラックに積載した本体部分（４．１ｔ）に乗って玉外しを行っていたところ、本体部分とともにトラックの荷台から落下した。
17,軽自動車で外注先回り中、市道で運転を誤りガードレール支柱に衝突横転した。
17,２ｔ灯油用タンク車で町道を走行中、運転を誤り道路から転落した。
17,タクシーで走行中、市道交差点で乗用車と出会い頭に衝突した。
7,事業場の資材置場において、４ｔトラックからの荷卸し終了後、後進してきたトラックにひかれた。
7,軽トラックのフロントパネル製造作業中、３００ｔプレスに頭部をはさまれた。
17,１０ｔタンクローリーで荷を運送中、国道交差点で電柱に接触し用水路に転落した。
1,木造２階建住宅新築現場で建前作業中、２階天井桁上で小屋束建作業をしていたところ、６．６ｍ下のコンクリート土間に墜落した。
6,索道のワイヤ張り上げ中、ワイヤが切断し直撃した。
1,道路法面の補修工事のため法面上部を草刈中、法面上（勾配６０度，高さ１６ｍ）から転落した。
1,木造家屋新築現場において２階屋根の野地板張り作業中、約７ｍ下の地上に墜落した。
4,壁に立て掛けた煙突組立用鉄枠の１段目（高さ１．９～２．４ｍ）に登り、２段目の鉄枠を固定するロープを外したところ鉄枠が倒れかかり、そのはずみで地面に転落した被災者の上に鉄枠（約２００kg）が落下した。
1,林業架線の設置作業中、本線を立木に取り付けるため梯子を登っていたところ、約６ｍ下の地面に墜落した。
4,門型クレーンで吊り上げた鉄筋（１．２６ｔ）の両端を手で押して旋回させようとしたところ、鉄筋がワイヤロープから外れて落下した。
7,水道工事現場において作業後の片付け作業中、後進してきたトラックにひかれた。
17,１０ｔトラックに荷を積み国道を走行中、センターラインをはみ出し対向してきた大型トラックと衝突した。
1,トンネル出口付近の法面モルタル吹付工事現場へ向う斜面に付けた通路を通行中、通路端より斜面（勾配４５度）を約１００ｍ転落した。
17,ミキサー車で現場から帰る途中、交差点でトラックと衝突した。
12,工場内切粉処理ピットに入ったところ、消火器の点検業者がピットに捨てていった二酸化炭素により酸欠になった。
6,トラッククレーンで３点吊りしたＬ型擁壁を所定位置に据え付けた後、玉外しを終えたものと巻き上げ用ワイヤロープを巻き上げたところ、ワイヤロープの１本が外れていなかったため擁壁が転倒した。
1,地下に埋設した河川の改修工事現場において、道路地下５ｍの土止め支保工の腹起こしの解体作業中、地上から地下へ移動梯子を降りて行く途中、高さ約４ｍから転落した。
1,広告塔内部において、仮設の木製丸太（径６．４cm）と広告塔の鋼製水平梁の間に掛けた作業板上で塗装作業中、丸太が折れ６．２７ｍ下のコンクリート床上に墜落した。
17,高速道路舗装工事現場で交通整理中、暴走車にはねられた。
7,ダンプカーの荷台を上げグリースアップしていたところ、荷台の安全ブロックを使用しなかったため荷台が降下し、車体と荷台にはさまれた。
4,同僚が箱形砂ホッパー内部（２×４．５×４ｍ）にいた被災者に気付かず、トラクター・ショベルでホッパー内に砂（約５～８ｍ3 ）を投入したため窒息した。
7,導配水管の布設現場においてドラグ・ショベルを誘導中、後進してきたドラグ・ショベルにひかれた。
1,足場組立中、２段目から４．５ｍ下のコンクリート面に墜落した。
1,自社工場の外壁塗装のためスレート屋根上に組んだ足場上で作業中、スレート屋根を踏み抜き約５ｍ下のコンクリート床に墜落した。
17,４ｔトラックで国道を走行中、信号待ちの大型トレーラーに追突した。
4,かかり木になった伐倒木を処理中、この２本の木の間にあった木の枝が落下し頭部を直撃した。
17,タクシーで農道を走行中、センターラインを越え対向車と正面衝突した。
17,車に同乗し走行中、県道交差点で一時停止を無視した車が助手席側に衝突した。
1,２階建木造モルタル住宅を３階建に改築する工事において、３階に昇るため立て掛けた梯子を昇降中、高さ約２ｍから墜落した。
17,乗用車で客先へ向う途中、一時停止をしないで交差点に進入したところ、右側から走行してきた車と衝突した。
7,事業場内倉庫においてフォークリフトで荷を出庫する作業中、フォークリフト車体前部に登り乱れた荷の整理をしていたところ、操作レバーに接触したためマストが傾きマストとヘッドガードの支柱間に胸部をはさまれた。
17,乗用車で出張先から戻る途中、ミキサー車と衝突した。
6,チェーンソーで立木の伐採中、木が裂けて倒れ、避けた元口側ではねられた。
7,フライス盤で機械部品の側面を切削中、右腕を刃の部分に巻き込まれた。
4,ライスセンター倉庫内において、３段積みにされていたフレキシブルコンテナが崩れ、フォークリフトにはさまれた。
4,砂防ダムの法尻の土留め作業中、モルタルを吹き付けコテ仕上げをしていたところ、落下してきた石（径約１０cm）が頭部に当たった。
17,ワゴン車で国道を走行中、道路脇から進行してきた乗用車に衝突された。
6,山林内で杉立木（胸高直径約２７cm）をチェンソーで伐倒中、強風のため予定外の方向に倒れた当該伐倒木の下敷きになった。
7,新築工事現場内敷地の舗装工事中、整地及び土寄せを行っていたモーターグレーダにひかれた。
1,１０ｔ振動ローラーを転圧場所まで移動中、斜面より車両もろとも転落した。
1,木材加工工場２階のチップ集積倉庫へ垂直梯子を登って行く途中、転落した。
4,ドラグ・ショベルでブロック（２９×４４×３８cm，４２kg）を運搬荷卸し中、バケットからブロックがずり落ちて頭部に当たった。
1,ダム水門において、クレストゲートのレールを固定するため型わくを組み生コンクリートを流し込んだところ、型わくの一部から漏れたコンクリートで足を滑らせ、水門より約２８ｍ下に墜落した。
17,従業員の給与を取りに行った銀行から事務所へ戻る途中、県道Ｔ字路交差点の横断歩道を渡っていたところ、右折してきた軽乗用車にはねられた。
7,地下２階のカーリフト内に保管してある車を確認する際、使用されていないカーリフトの上下２枚の扉を開けようとしたところ、上下の扉に胸部をはさまれた。
1,個人住宅２階屋根を洗浄中、屋根に掛けた梯子を降りていたところ地上に墜落した。
1,２階建家屋新築現場において屋根葺き作業中、天窓用開口部（高さ６．５ｍ）から１階床に転落した。
16,事業場附属寄宿舎の１階炊事場より出火し全焼した。
16,事業場附属寄宿舎の１階炊事場より出火し全焼した。
16,事業場附属寄宿舎の１階炊事場より出火し全焼した。
16,事業場附属寄宿舎の１階炊事場より出火し全焼した。
16,事業場附属寄宿舎の１階炊事場より出火し全焼した。
16,事業場附属寄宿舎の１階炊事場より出火し全焼した。
1,土砂取場においてドラグ・ショベルを運転中、盛土上からドラグ・ショベルごと約２ｍ下へ転落した。
6,タンクローリーで出張し構内のフォークリフトに給油していたところ、給油を終え動き出したフォークリフトの左後輪とタンクローリーの車体の間にはさまれた。
